Year,Month,Day,Hour,Minute,Processing_class,death_toll,Injuries_Person,Vehicle_type,Sex,Age,Weather,Speed_limit,Road_pattern,Accident_location
103,7,24,6,18,2,0,1,C03,2,35,8,50,4,1
103,7,27,19,29,2,0,3,C03,1,25,8,50,4,1
103,7,27,19,29,2,0,3,C03,1,25,8,50,4,1
103,7,27,19,29,2,0,3,H02,2,58,8,50,4,1
103,7,30,9,54,2,0,1,B12,1,57,8,50,4,1
103,7,30,9,54,2,0,1,C03,1,26,8,50,4,1
103,7,16,11,40,2,0,1,B03,1,64,8,50,14,9
103,7,16,11,40,2,0,1,C03,1,18,8,50,14,9
103,6,19,9,35,2,0,2,B01,1,66,8,40,5,1
103,6,19,9,35,2,0,2,C03,1,22,8,40,5,1
103,6,19,9,35,2,0,2,C03,1,24,8,40,5,1
103,6,20,7,30,2,0,2,C03,2,62,8,50,14,9
103,6,20,7,30,2,0,2,C03,1,19,8,50,14,9
103,9,25,8,35,2,0,1,B03,1,56,8,50,5,2
103,9,25,8,35,2,0,1,C03,1,18,8,50,5,2
103,10,3,7,5,2,0,2,C03,1,31,8,50,5,1
103,10,3,7,5,2,0,2,C03,1,39,8,50,5,1
103,10,16,11,12,2,0,1,B03,1,47,8,40,4,1
103,10,16,11,12,2,0,1,C03,1,22,8,40,4,1
103,7,25,0,45,2,0,2,C03,1,18,7,50,3,1
103,7,25,0,45,2,0,2,C03,1,31,7,50,3,1
103,8,15,6,33,2,0,1,B03,1,46,8,50,14,9
103,8,15,6,33,2,0,1,C03,2,52,8,50,14,9
103,8,15,18,2,2,0,2,C03,1,34,7,50,4,1
103,8,15,18,2,2,0,2,C03,1,27,7,50,4,1
103,6,23,6,20,2,0,1,C03,1,21,8,50,4,2
103,6,23,6,20,2,0,1,C03,2,19,8,50,4,2
103,6,25,10,40,2,0,1,B01,1,57,8,50,3,1
103,6,25,10,40,2,0,1,C03,1,26,8,50,3,1
103,6,25,16,50,2,0,1,C03,1,,7,50,4,1
103,6,25,16,50,2,0,1,C03,1,24,7,50,4,1
103,6,30,9,45,2,0,1,C03,1,21,8,50,4,1
103,6,30,9,45,2,0,1,C03,1,21,8,50,4,1
103,6,30,9,45,2,0,1,H02,2,27,8,50,4,1
103,7,5,15,40,2,0,1,C03,1,22,8,50,4,1
103,7,5,15,40,2,0,1,C03,1,28,8,50,4,1
103,7,12,14,8,2,0,1,C03,1,67,8,50,4,2
103,7,12,14,8,2,0,1,F01,1,15,8,50,4,2
103,7,12,17,0,2,0,3,C03,2,46,8,40,3,2
103,7,12,17,0,2,0,3,C03,2,22,8,40,3,2
103,7,12,17,0,2,0,3,H02,2,23,8,40,3,2
103,7,14,9,0,2,0,1,H01,1,,8,40,14,9
103,7,14,9,0,2,0,1,C03,1,46,8,40,14,9
103,7,3,23,25,2,0,1,C03,1,18,8,50,4,1
103,7,3,23,25,2,0,1,B03,1,31,8,50,4,1
103,7,3,23,25,2,0,1,C03,1,26,8,50,4,1
103,7,16,21,10,2,0,1,B02,1,29,8,50,4,1
103,7,16,21,10,2,0,1,F01,2,55,8,50,4,1
103,7,19,9,15,2,0,1,G06,1,,8,50,4,1
103,7,19,9,15,2,0,1,H01,2,60,8,50,4,1
103,7,4,18,0,2,0,2,C03,1,19,8,50,4,2
103,7,4,18,0,2,0,2,C03,1,36,8,50,4,2
103,7,4,18,0,2,0,2,H02,1,46,8,50,4,2
103,7,18,18,35,2,0,1,C03,2,31,8,50,5,9
103,7,18,18,35,2,0,1,B03,1,29,8,50,5,9
103,7,15,9,30,2,0,1,C03,1,,8,50,4,1
103,7,15,9,30,2,0,1,H01,1,78,8,50,4,1
103,8,3,2,50,2,0,1,B01,1,55,8,50,14,9
103,8,3,2,50,2,0,1,C03,1,19,8,50,14,9
103,8,2,18,45,2,0,2,B01,2,44,8,40,4,9
103,8,2,18,45,2,0,2,C03,2,26,8,40,4,9
103,8,2,18,45,2,0,2,F01,1,67,8,40,4,9
103,7,8,17,55,2,0,2,B03,1,27,8,50,3,1
103,7,8,17,55,2,0,2,C03,1,26,8,50,3,1
103,7,8,17,55,2,0,2,C03,2,35,8,50,3,1
103,7,17,9,0,2,0,1,C03,1,48,8,50,4,1
103,7,17,9,0,2,0,1,B03,2,40,8,50,4,1
103,7,22,4,45,2,0,1,H01,2,84,6,50,15,9
103,7,22,4,45,2,0,1,B01,1,56,6,50,15,9
103,8,7,13,25,2,0,1,C04,1,46,8,50,4,2
103,8,7,13,25,2,0,1,B03,1,63,8,50,4,2
103,8,9,7,45,2,0,1,B03,1,48,8,50,5,2
103,8,9,7,45,2,0,1,C03,1,35,8,50,5,2
103,8,11,8,45,2,0,3,C03,1,52,8,50,4,2
103,8,11,8,45,2,0,3,C03,1,37,8,50,4,2
103,8,11,8,45,2,0,3,H02,2,29,8,50,4,2
103,8,26,8,42,2,0,1,C03,1,,8,50,14,9
103,8,26,8,42,2,0,1,C03,2,47,8,50,14,9
103,8,26,8,42,2,0,1,B03,1,38,8,50,14,9
103,9,11,8,55,2,0,2,B12,1,36,8,50,14,9
103,9,11,8,55,2,0,2,C03,2,23,8,50,14,9
103,9,11,8,55,2,0,2,H02,2,20,8,50,14,9
103,7,4,22,40,2,0,2,C03,1,22,8,50,8,11
103,7,4,22,40,2,0,2,H02,2,22,8,50,8,11
103,7,5,18,55,2,0,2,C03,1,23,8,50,4,2
103,7,5,18,55,2,0,2,C03,1,20,8,50,4,2
103,7,6,4,5,2,0,2,B03,2,29,8,50,4,1
103,7,6,4,5,2,0,2,B01,1,36,8,50,4,1
103,7,7,17,5,2,0,1,B03,2,64,8,50,4,2
103,7,7,17,5,2,0,1,B03,1,57,8,50,4,2
103,7,10,12,50,2,0,1,B03,1,35,8,40,14,9
103,7,10,12,50,2,0,1,C03,2,28,8,40,14,9
103,7,12,14,35,2,0,1,B03,1,48,8,40,14,9
103,7,12,14,35,2,0,1,C03,2,35,8,40,14,9
103,7,14,23,58,2,0,2,C03,1,33,7,50,5,1
103,7,14,23,58,2,0,2,C03,1,26,7,50,5,1
103,7,25,9,0,2,0,1,A04,1,56,8,50,14,9
103,7,25,9,0,2,0,1,C03,1,24,8,50,14,9
103,7,26,13,25,2,0,2,B01,1,47,7,50,4,2
103,7,26,13,25,2,0,2,B03,1,21,7,50,4,2
103,7,26,13,25,2,0,2,H02,1,20,7,50,4,2
103,7,28,22,15,2,0,3,C03,1,22,8,50,14,9
103,7,28,22,15,2,0,3,C03,1,66,8,50,14,9
103,7,28,22,15,2,0,3,H02,2,22,8,50,14,9
103,7,29,18,30,2,0,2,C03,2,25,8,0,3,1
103,7,29,18,30,2,0,2,C04,2,38,8,0,3,1
103,8,17,6,52,2,0,1,C01,1,41,8,50,4,1
103,8,17,6,52,2,0,1,F01,2,40,8,50,4,1
103,7,12,14,15,2,0,1,B03,2,32,8,50,3,1
103,7,12,14,15,2,0,1,C03,2,52,8,50,3,1
103,8,15,11,34,2,0,1,B01,1,59,8,50,14,9
103,8,15,11,34,2,0,1,C03,2,26,8,50,14,9
103,7,13,16,35,2,0,1,C03,1,66,8,30,4,1
103,7,13,16,35,2,0,1,B03,2,45,8,30,4,1
103,7,14,10,45,2,0,2,C03,2,58,8,50,14,9
103,7,14,10,45,2,0,2,C03,1,56,8,50,14,9
103,7,14,12,55,2,0,1,B03,1,63,7,40,3,2
103,7,14,12,55,2,0,1,C03,2,44,7,40,3,2
103,8,4,23,30,2,0,1,B03,1,43,7,40,15,20
103,8,4,23,30,2,0,1,H01,1,48,7,40,15,20
103,8,6,22,45,2,0,2,B01,1,55,7,50,4,2
103,8,6,22,45,2,0,2,C03,1,28,7,50,4,2
103,8,6,22,45,2,0,2,H02,2,27,7,50,4,2
103,8,17,11,4,2,0,2,C03,2,41,8,50,4,2
103,8,17,11,4,2,0,2,C03,1,34,8,50,4,2
103,8,17,11,4,2,0,2,C03,1,36,8,50,4,2
103,8,17,11,4,2,0,2,H02,2,59,8,50,4,2
103,8,21,17,38,2,0,2,B12,1,66,8,50,11,9
103,8,21,17,38,2,0,2,C03,1,18,8,50,11,9
103,8,21,17,38,2,0,2,H02,1,18,8,50,11,9
103,8,24,7,32,2,0,2,F01,2,58,8,50,14,9
103,8,24,7,32,2,0,2,C03,1,34,8,50,14,9
103,8,25,11,10,2,0,1,B03,1,24,8,50,4,1
103,8,25,11,10,2,0,1,C03,1,76,8,50,4,1
103,8,26,9,5,2,0,1,B12,1,31,8,50,14,9
103,8,26,9,5,2,0,1,C03,1,32,8,50,14,9
103,8,28,9,28,2,0,1,C03,1,24,8,50,4,2
103,8,28,9,28,2,0,1,B01,1,60,8,50,4,2
103,8,29,22,30,2,0,1,B03,1,43,7,50,5,1
103,8,29,22,30,2,0,1,C03,1,58,7,50,5,1
103,7,22,12,32,2,0,1,G03,1,39,8,50,4,1
103,7,22,12,32,2,0,1,C03,1,63,8,50,4,1
103,7,26,23,20,2,0,1,B03,2,41,8,50,4,1
103,7,26,23,20,2,0,1,C03,1,71,8,50,4,1
103,7,29,11,25,2,0,1,G06,1,,8,50,4,2
103,7,29,11,25,2,0,1,G06,1,,8,50,4,2
103,7,29,11,25,2,0,1,C03,1,18,8,50,4,2
103,7,29,13,25,2,0,1,C03,1,35,8,50,4,1
103,7,29,13,25,2,0,1,B03,1,55,8,50,4,1
103,7,29,17,55,2,0,1,B03,1,20,8,50,4,1
103,7,29,17,55,2,0,1,A04,1,51,8,50,4,1
103,7,29,17,55,2,0,1,H02,2,17,8,50,4,1
103,8,2,15,35,2,0,2,B03,1,,8,50,3,2
103,8,2,15,35,2,0,2,H02,2,50,8,50,3,2
103,8,5,8,30,2,0,3,C03,2,52,8,50,4,1
103,8,5,8,30,2,0,3,C03,1,24,8,50,4,1
103,8,5,8,30,2,0,3,H02,2,84,8,50,4,1
103,8,5,17,40,2,0,1,C03,1,32,8,40,4,1
103,8,5,17,40,2,0,1,B03,1,60,8,40,4,1
103,8,6,8,30,2,0,1,B02,1,36,8,50,14,9
103,8,6,8,30,2,0,1,C03,1,42,8,50,14,9
103,8,6,18,10,2,0,1,C03,1,21,8,50,4,1
103,8,6,18,10,2,0,1,C03,2,31,8,50,4,1
103,8,9,22,50,2,0,3,C03,1,20,8,50,8,11
103,8,9,22,50,2,0,3,C03,1,19,8,50,8,11
103,8,9,22,50,2,0,3,C03,1,34,8,50,8,11
103,8,9,22,50,2,0,3,C03,1,17,8,50,8,11
103,8,9,22,50,2,0,3,C03,1,34,8,50,8,11
103,8,9,22,50,2,0,3,C03,1,50,8,50,8,11
103,8,10,18,32,2,0,3,C03,2,38,8,30,4,2
103,8,10,18,32,2,0,3,B03,1,22,8,30,4,2
103,8,10,18,32,2,0,3,H02,2,13,8,30,4,2
103,8,10,18,32,2,0,3,H02,1,11,8,30,4,2
103,8,11,1,0,2,0,1,B01,1,49,8,40,4,1
103,8,11,1,0,2,0,1,C03,1,21,8,40,4,1
103,8,12,11,0,2,0,1,C02,1,34,8,50,4,1
103,8,12,11,0,2,0,1,B02,1,26,8,50,4,1
103,8,12,12,15,2,0,1,C03,1,43,7,0,17,22
103,8,12,12,15,2,0,1,H01,1,28,7,0,17,22
103,8,15,15,17,2,0,3,G04,1,62,8,50,4,1
103,8,15,15,17,2,0,3,C03,1,19,8,50,4,1
103,8,15,15,17,2,0,3,C03,1,25,8,50,4,1
103,7,25,0,45,2,0,2,B03,1,49,7,50,3,1
103,8,31,17,3,2,0,1,B03,1,36,8,50,14,9
103,8,31,17,3,2,0,1,F01,2,28,8,50,14,9
103,8,31,17,3,2,0,1,B03,1,32,8,50,14,9
103,9,5,8,46,2,0,2,C03,1,25,8,50,4,1
103,9,5,8,46,2,0,2,C03,2,23,8,50,4,1
103,9,12,23,19,2,0,2,C03,2,22,7,50,4,1
103,9,12,23,19,2,0,2,C03,1,65,7,50,4,1
103,7,20,11,48,2,0,1,B03,1,50,8,50,4,2
103,7,20,11,48,2,0,1,C03,1,18,8,50,4,2
103,7,24,10,28,2,0,1,C03,1,26,8,40,8,11
103,7,24,10,28,2,0,1,C03,1,80,8,40,8,11
103,7,27,16,10,2,0,2,B03,1,34,8,50,4,1
103,7,27,16,10,2,0,2,C03,1,26,8,50,4,1
103,7,27,16,10,2,0,2,H02,2,26,8,50,4,1
103,7,28,11,52,2,0,1,B03,1,51,8,50,3,2
103,7,28,11,52,2,0,1,C03,1,20,8,50,3,2
103,7,28,15,40,2,0,1,B03,2,54,8,50,5,1
103,7,28,15,40,2,0,1,C03,1,20,8,50,5,1
103,7,29,14,28,2,0,1,C03,1,36,8,40,4,1
103,7,29,14,28,2,0,1,C03,2,36,8,40,4,1
103,8,1,18,30,2,0,2,C03,1,18,8,40,8,11
103,8,1,18,30,2,0,2,F01,2,46,8,40,8,11
103,8,2,19,25,2,0,1,C03,1,32,8,40,4,1
103,8,2,19,25,2,0,1,C03,2,38,8,40,4,1
103,8,8,8,20,2,0,2,B01,1,52,8,50,3,2
103,8,8,8,20,2,0,2,C03,1,75,8,50,3,2
103,8,8,8,20,2,0,2,H02,2,76,8,50,3,2
103,8,11,1,25,2,0,2,C03,1,27,8,50,4,4
103,8,11,1,25,2,0,2,C03,1,26,8,50,4,4
103,8,11,17,28,2,0,1,A04,1,31,8,50,4,2
103,8,11,17,28,2,0,1,C03,1,18,8,50,4,2
103,8,21,10,30,2,0,3,C03,2,19,8,50,4,2
103,8,21,10,30,2,0,3,C03,2,36,8,50,4,2
103,8,21,10,30,2,0,3,H02,2,38,8,50,4,2
103,8,8,3,30,2,0,1,B12,1,23,7,40,14,7
103,8,8,3,30,2,0,1,B12,1,73,7,40,14,7
103,8,8,3,30,2,0,1,B01,1,43,7,40,14,7
103,8,8,3,30,2,0,1,H02,2,42,7,40,14,7
103,8,21,11,20,2,0,1,F01,2,55,8,0,15,20
103,8,21,11,20,2,0,1,H01,2,74,8,0,15,20
103,8,26,7,10,2,0,1,B03,1,44,8,50,3,1
103,8,26,7,10,2,0,1,C03,1,46,8,50,3,1
103,8,14,7,45,2,0,2,C03,1,31,8,50,8,11
103,8,14,7,45,2,0,2,C03,2,63,8,50,8,11
103,8,17,19,15,2,0,2,B03,1,36,7,50,4,1
103,8,17,19,15,2,0,2,C03,1,18,7,50,4,1
103,8,17,19,15,2,0,2,H02,2,15,7,50,4,1
103,8,19,11,3,2,0,2,C03,1,30,8,50,8,11
103,8,19,11,3,2,0,2,C03,1,73,8,50,8,11
103,8,19,11,3,2,0,2,H02,2,29,8,50,8,11
103,8,19,12,35,2,0,1,B03,1,45,8,50,14,9
103,8,19,12,35,2,0,1,C03,1,27,8,50,14,9
103,9,3,8,55,2,0,1,C03,1,30,8,50,4,1
103,9,3,8,55,2,0,1,C03,1,44,8,50,4,1
103,9,6,9,15,2,0,2,C03,1,20,8,40,3,6
103,9,6,9,15,2,0,2,C03,2,65,8,40,3,6
103,8,21,12,0,2,0,1,C03,1,22,8,50,14,9
103,8,21,12,0,2,0,1,,3,,8,50,14,9
103,8,21,12,0,2,0,1,H02,2,56,8,50,14,9
103,10,13,22,46,2,0,2,C03,1,24,7,50,14,9
103,10,13,22,46,2,0,2,F01,1,52,7,50,14,9
103,8,11,9,48,2,0,1,A02,1,48,8,50,3,2
103,8,11,9,48,2,0,1,C03,2,31,8,50,3,2
103,8,11,9,48,2,0,1,B01,1,58,8,50,3,2
103,8,13,22,8,2,0,1,C01,1,32,8,50,14,9
103,8,13,22,8,2,0,1,A02,1,28,8,50,14,9
103,8,14,19,10,2,0,1,B02,1,55,8,50,3,1
103,8,14,19,10,2,0,1,C03,2,29,8,50,3,1
103,8,14,20,20,2,0,1,C03,1,,8,40,3,1
103,8,14,20,20,2,0,1,C03,1,28,8,40,3,1
103,8,14,20,20,2,0,1,H02,2,28,8,40,3,1
103,8,16,17,8,2,0,1,B03,1,32,8,50,4,1
103,8,16,17,8,2,0,1,C03,1,39,8,50,4,1
103,9,1,21,37,2,0,2,B03,1,43,8,40,14,9
103,9,8,13,50,2,0,1,B03,1,43,8,50,14,9
103,9,8,13,50,2,0,1,C03,1,36,8,50,14,9
103,9,10,8,10,2,0,1,C03,1,26,8,50,14,9
103,9,10,8,10,2,0,1,B03,2,28,8,50,14,9
103,9,12,3,5,1,1,0,B03,1,35,8,40,3,1
103,9,12,3,5,1,1,0,E03,1,28,8,40,3,1
103,9,12,3,5,1,1,0,E03,1,31,8,40,3,1
103,9,20,16,0,2,0,1,F01,1,20,8,0,14,9
103,9,20,16,0,2,0,1,,3,,8,0,14,9
103,9,21,15,28,2,0,1,B12,1,52,8,50,14,9
103,9,21,15,28,2,0,1,C03,1,19,8,50,14,9
103,9,24,22,0,2,0,1,B03,2,34,8,50,4,1
103,9,24,22,0,2,0,1,C03,1,25,8,50,4,1
103,10,27,23,0,2,0,1,B12,1,24,7,30,4,1
103,10,27,23,0,2,0,1,C03,1,34,7,30,4,1
103,10,30,13,29,2,0,1,B01,1,43,8,50,3,1
103,10,30,13,29,2,0,1,C03,2,47,8,50,3,1
103,11,4,9,30,2,0,1,B03,1,43,8,40,4,1
103,11,4,9,30,2,0,1,C03,2,48,8,40,4,1
103,11,4,14,14,1,1,1,C03,1,24,8,50,3,1
103,11,4,14,14,1,1,1,H01,1,64,8,50,3,1
103,11,18,9,29,2,0,1,B03,1,49,7,50,4,1
103,11,18,9,29,2,0,1,C03,1,28,7,50,4,1
103,7,26,14,42,2,0,1,C03,1,53,8,50,14,8
103,7,26,14,42,2,0,1,C03,1,18,8,50,14,8
103,7,26,18,20,2,0,1,B03,1,47,8,30,13,22
103,7,26,18,20,2,0,1,C03,1,45,8,30,13,22
103,7,30,13,15,2,0,1,H01,1,102,8,50,3,9
103,7,30,13,15,2,0,1,C03,1,18,8,50,3,9
103,8,12,22,25,2,0,2,B01,1,60,6,40,4,9
103,8,12,22,25,2,0,2,C03,1,48,6,40,4,9
103,8,12,22,25,2,0,2,H02,2,23,6,40,4,9
103,8,19,14,26,2,0,1,B03,1,35,6,50,14,8
103,8,19,14,26,2,0,1,C03,1,34,6,50,14,8
103,7,25,10,45,2,0,1,E02,1,51,8,0,4,1
103,7,25,10,45,2,0,1,C03,1,25,8,0,4,1
103,7,28,12,20,2,0,1,B03,1,46,8,0,4,2
103,7,28,12,20,2,0,1,H01,2,44,8,0,4,2
103,8,17,0,31,2,0,1,B01,1,52,7,0,4,2
103,8,17,0,31,2,0,1,C03,1,19,7,0,4,2
103,9,5,8,45,2,0,1,B03,2,51,8,0,14,9
