Year,Month,Day,Hour,Minute,Processing_class,death_toll,Injuries_Person,Vehicle_type,Sex,Age,Weather,Speed_limit,Road_pattern,Accident_location
108,1,2,8,37,2,0,2,C03,2,37,6,30,4,1
108,1,2,8,37,2,0,2,C03,2,59,6,30,4,1
108,1,9,10,59,2,0,1,H01,4,0,8,0,4,2
108,1,9,10,59,2,0,1,C03,1,24,8,0,4,2
108,1,12,10,10,2,0,1,C03,1,24,7,60,14,7
108,1,12,10,10,2,0,1,B03,1,54,7,60,14,7
108,1,18,9,54,2,0,1,C03,2,26,8,50,4,1
108,1,18,9,54,2,0,1,C03,2,21,8,50,4,1
108,1,23,8,31,2,0,1,B01,1,62,8,50,4,1
108,1,23,8,31,2,0,1,C03,1,24,8,50,4,1
108,1,28,18,45,2,0,1,B03,1,46,8,50,4,1
108,1,28,18,45,2,0,1,C03,1,25,8,50,4,1
108,1,30,1,47,2,0,3,C03,1,26,8,50,4,1
108,1,30,1,47,2,0,3,C03,1,23,8,50,4,1
108,1,30,1,47,2,0,3,H02,1,24,8,50,4,1
108,1,31,12,28,2,0,1,C03,1,25,8,50,4,1
108,1,31,12,28,2,0,1,C03,1,29,8,50,4,1
108,1,31,18,5,2,0,1,B03,1,38,8,50,14,9
108,1,31,18,5,2,0,1,C03,2,30,8,50,14,9
108,3,4,19,3,2,0,1,C03,1,28,8,50,4,1
108,3,4,19,3,2,0,1,C03,1,22,8,50,4,1
108,3,23,23,54,2,0,1,B03,2,24,6,50,14,9
108,3,23,23,54,2,0,1,C03,2,36,6,50,14,9
108,3,27,12,23,2,0,3,,4,0,8,50,14,9
108,3,27,12,23,2,0,3,C03,2,36,8,50,14,9
108,3,27,12,23,2,0,3,C03,1,44,8,50,14,9
108,3,27,12,23,2,0,3,H02,2,40,8,50,14,9
108,1,1,14,27,2,0,1,B01,1,53,7,50,3,2
108,1,1,14,27,2,0,1,C03,1,36,7,50,3,2
108,1,1,14,27,2,0,1,B03,1,32,7,50,3,2
108,1,19,0,2,2,0,2,F01,2,28,7,40,14,11
108,1,19,0,2,2,0,2,C03,2,39,7,40,14,11
108,1,23,8,40,2,0,1,H01,2,75,8,50,3,1
108,1,23,8,40,2,0,1,C03,1,32,8,50,3,1
108,1,3,17,10,2,0,1,C03,2,57,7,50,4,1
108,1,3,17,10,2,0,1,C03,1,19,7,50,4,1
108,1,10,21,45,2,0,1,C03,1,19,8,50,4,1
108,1,10,21,45,2,0,1,C03,2,20,8,50,4,1
108,1,10,21,45,2,0,1,B03,2,39,8,50,4,1
108,1,21,14,40,2,0,2,C03,1,45,7,50,14,9
108,1,21,14,40,2,0,2,H01,2,25,7,50,14,9
108,1,22,15,2,2,0,1,C03,1,25,7,40,14,9
108,1,22,15,2,2,0,1,C03,2,46,7,40,14,9
108,1,22,15,2,2,0,1,B03,2,40,7,40,14,9
108,1,23,14,0,2,0,1,B01,1,63,8,0,4,1
108,1,23,14,0,2,0,1,C03,1,22,8,0,4,1
108,5,2,20,16,2,0,1,B01,2,69,6,50,3,2
108,5,2,20,16,2,0,1,H01,1,29,6,50,3,2
108,5,9,15,12,2,0,3,C03,2,36,6,50,14,9
108,5,9,15,12,2,0,3,C03,1,37,6,50,14,9
108,5,9,15,12,2,0,3,H02,2,26,6,50,14,9
108,5,9,15,12,2,0,3,C03,1,24,6,50,14,9
108,5,10,17,55,2,0,2,C03,1,23,8,50,14,9
108,5,10,17,55,2,0,2,C03,2,31,8,50,14,9
108,5,15,15,40,2,0,1,C03,1,19,8,30,4,2
108,5,15,15,40,2,0,1,B12,1,44,8,30,4,2
108,5,22,22,45,2,0,1,C03,1,26,8,40,4,2
108,5,22,22,45,2,0,1,B03,1,28,8,40,4,2
108,5,23,0,38,2,0,3,C03,2,48,7,50,5,2
108,5,23,0,38,2,0,3,C03,2,40,7,50,5,2
108,5,23,0,38,2,0,3,H02,2,41,7,50,5,2
108,5,23,23,35,2,0,1,B01,1,63,8,50,5,2
108,5,23,23,35,2,0,1,C03,1,23,8,50,5,2
108,6,5,8,32,2,0,1,B02,2,45,8,50,5,2
108,6,5,8,32,2,0,1,C03,1,30,8,50,5,2
108,1,5,21,36,2,0,2,C03,2,21,6,50,14,9
108,1,5,21,36,2,0,2,C03,2,38,6,50,14,9
108,1,5,21,36,2,0,2,C03,1,21,6,50,14,9
108,1,5,21,36,2,0,2,B01,1,53,6,50,14,9
108,1,6,23,12,2,0,2,C02,1,24,8,50,3,1
108,1,6,23,12,2,0,2,C03,1,18,8,50,3,1
108,1,6,23,12,2,0,2,H02,2,17,8,50,3,1
108,1,1,22,18,2,0,2,C03,1,28,6,40,5,2
108,1,1,22,18,2,0,2,C03,1,28,6,40,5,2
108,1,1,22,18,2,0,2,C03,2,26,6,40,5,2
108,1,1,22,18,2,0,2,C03,2,27,6,40,5,2
108,1,2,22,50,2,0,1,B02,1,36,6,50,5,2
108,1,2,22,50,2,0,1,C03,1,46,6,50,5,2
108,1,8,0,25,2,0,1,C03,1,55,8,50,5,2
108,1,8,0,25,2,0,1,C03,2,23,8,50,5,2
108,1,15,15,5,2,0,1,C03,2,32,8,30,4,2
108,1,15,15,5,2,0,1,B12,1,50,8,30,4,2
108,1,23,11,39,2,0,1,B12,1,23,8,50,5,2
108,1,23,11,39,2,0,1,C03,1,19,8,50,5,2
108,1,23,18,29,2,0,1,H01,2,10,8,50,5,2
108,1,23,18,29,2,0,1,H01,2,7,8,50,5,2
108,1,23,18,29,2,0,1,B02,1,58,8,50,5,2
108,1,26,22,12,2,0,2,C03,1,26,8,30,5,2
108,1,26,22,12,2,0,2,C03,1,18,8,30,5,2
108,1,28,20,47,2,0,2,C03,2,52,8,50,5,2
108,1,28,20,47,2,0,2,C03,1,55,8,50,5,2
108,1,28,20,47,2,0,2,H03,2,59,8,50,5,2
108,4,16,10,23,2,0,1,B02,1,39,6,50,14,9
108,4,16,10,23,2,0,1,C03,1,41,6,50,14,9
108,8,7,9,10,2,0,1,B03,2,54,8,50,3,1
108,8,7,9,10,2,0,1,C03,1,22,8,50,3,1
108,1,3,17,50,2,0,1,B02,1,56,7,50,4,1
108,1,3,17,50,2,0,1,F01,2,53,7,50,4,1
108,7,10,18,40,2,0,2,B03,1,71,8,40,14,13
108,7,10,18,40,2,0,2,H01,2,38,8,40,14,13
108,7,10,18,40,2,0,2,H01,1,4,8,40,14,13
108,7,15,19,30,2,0,1,C04,1,51,8,50,3,2
108,7,15,19,30,2,0,1,C03,1,45,8,50,3,2
108,7,16,20,55,2,0,2,C03,1,34,8,40,4,1
108,7,16,20,55,2,0,2,C03,2,27,8,40,4,1
108,7,17,17,25,2,0,1,B03,1,63,8,0,14,9
108,7,17,17,25,2,0,1,C03,1,23,8,0,14,9
108,7,22,8,20,2,0,1,B03,2,53,6,50,3,2
108,7,22,8,20,2,0,1,B03,1,34,6,50,3,2
108,7,22,9,58,2,0,1,B02,2,40,8,50,3,1
108,7,22,9,58,2,0,1,C03,1,25,8,50,3,1
108,7,30,18,25,2,0,2,B03,2,23,8,50,3,1
108,7,30,18,25,2,0,2,B03,1,51,8,50,3,1
108,7,30,18,25,2,0,2,H02,2,31,8,50,3,1
108,7,30,18,25,2,0,2,H02,2,24,8,50,3,1
108,8,3,17,50,2,0,1,C03,2,53,8,50,4,1
108,8,3,17,50,2,0,1,B03,1,31,8,50,4,1
108,8,3,21,50,2,0,2,B12,1,24,8,50,4,1
108,8,3,21,50,2,0,2,C03,1,16,8,50,4,1
108,8,10,16,6,2,0,1,C03,1,34,8,50,4,1
108,8,10,16,6,2,0,1,C03,1,25,8,50,4,1
108,8,10,16,6,2,0,1,B03,1,31,8,50,4,1
108,8,10,17,25,2,0,1,C03,1,63,8,50,14,11
108,8,10,17,25,2,0,1,C03,1,26,8,50,14,11
108,8,10,17,25,2,0,1,C03,4,0,8,50,14,11
108,7,31,19,15,2,0,1,C03,1,31,8,0,4,1
108,7,31,19,15,2,0,1,B03,1,30,8,0,4,1
108,1,9,19,20,2,0,1,B02,1,46,8,50,4,2
108,1,9,19,20,2,0,1,C03,2,43,8,50,4,2
108,1,18,10,0,2,0,1,B03,2,62,8,50,4,1
108,1,18,10,0,2,0,1,C03,2,25,8,50,4,1
108,1,1,18,24,2,0,1,B02,1,45,6,50,4,1
108,1,1,18,24,2,0,1,H01,1,50,6,50,4,1
108,1,2,8,1,2,0,1,B03,1,56,6,50,4,1
108,1,2,8,1,2,0,1,C03,1,36,6,50,4,1
108,1,2,10,18,2,0,1,H01,2,79,6,0,3,1
108,1,2,10,18,2,0,1,C03,1,35,6,0,3,1
108,1,2,10,18,2,0,1,B02,1,45,6,0,3,1
108,1,6,18,48,2,0,2,F03,1,16,8,50,4,1
108,1,6,18,48,2,0,2,C03,1,49,8,50,4,1
108,1,6,18,48,2,0,2,H02,2,14,8,50,4,1
108,1,16,6,31,2,0,1,B02,2,27,6,50,4,1
108,1,16,6,31,2,0,1,H01,2,78,6,50,4,1
108,1,16,9,30,2,0,2,B11,1,21,6,60,3,1
108,1,16,9,30,2,0,2,B03,1,33,6,60,3,1
108,1,10,7,40,2,0,1,B03,1,42,8,40,14,8
108,1,10,7,40,2,0,1,C03,1,46,8,40,14,8
108,1,10,18,0,2,0,1,C03,2,51,7,40,4,1
108,1,10,18,0,2,0,1,C03,1,30,7,40,4,1
108,1,11,10,1,2,0,1,H02,2,79,8,50,14,9
108,1,11,10,1,2,0,1,B01,1,63,8,50,14,9
108,1,11,10,1,2,0,1,C03,1,29,8,50,14,9
108,1,11,14,25,2,0,2,C03,1,29,8,50,4,2
108,1,11,14,25,2,0,2,C03,2,19,8,50,4,2
108,1,16,5,2,2,0,1,A31,1,29,6,50,4,2
108,1,16,5,2,2,0,1,C03,2,68,6,50,4,2
108,1,17,0,25,2,0,2,C03,2,21,6,40,4,1
108,1,17,0,25,2,0,2,C03,1,25,6,40,4,1
108,1,17,0,25,2,0,2,C03,1,35,6,40,4,1
108,1,18,19,40,2,0,2,C03,1,21,7,50,3,2
108,1,18,19,40,2,0,2,H01,2,26,7,50,3,2
108,2,5,12,33,2,0,4,C03,2,63,7,40,4,1
108,2,5,12,33,2,0,4,C03,2,37,7,40,4,1
108,2,5,12,33,2,0,4,H02,1,39,7,40,4,1
108,2,5,12,33,2,0,4,H02,2,35,7,40,4,1
108,2,14,20,30,2,0,1,B03,1,47,8,50,3,2
108,2,14,20,30,2,0,1,H01,2,34,8,50,3,2
108,2,6,13,45,2,0,2,C03,1,22,8,40,3,1
108,2,6,13,45,2,0,2,C03,2,72,8,40,3,1
108,2,6,13,45,2,0,2,,4,0,8,40,3,1
108,2,9,6,4,2,0,1,B03,1,56,8,50,4,1
108,2,9,6,4,2,0,1,H01,2,65,8,50,4,1
108,1,2,19,43,2,0,1,C03,1,27,6,50,14,9
108,1,2,19,43,2,0,1,H01,2,79,6,50,14,9
108,1,4,21,48,2,0,1,C04,1,70,8,50,14,9
108,1,4,21,48,2,0,1,C03,1,25,8,50,14,9
108,1,5,22,42,2,0,1,B01,1,64,6,50,4,1
108,1,5,22,42,2,0,1,H01,2,49,6,50,4,1
108,2,17,9,44,2,0,2,F01,1,27,8,40,8,11
108,2,17,9,44,2,0,2,C03,1,45,8,40,8,11
108,3,12,20,40,2,0,4,H01,1,70,8,0,4,1
108,3,12,20,40,2,0,4,C03,1,28,8,0,4,1
108,3,12,20,40,2,0,4,C03,1,18,8,0,4,1
108,3,12,20,40,2,0,4,H02,2,19,8,0,4,1
108,3,20,10,50,2,0,1,A04,1,43,8,0,14,9
108,3,20,10,50,2,0,1,H02,2,64,8,0,14,9
108,3,20,10,50,2,0,1,B01,1,60,8,0,14,9
108,1,12,20,9,2,0,1,C03,1,45,8,50,14,9
108,1,12,20,9,2,0,1,,3,0,8,50,14,9
108,1,27,7,3,2,0,3,C03,2,62,8,50,4,1
108,1,27,7,3,2,0,3,C03,1,25,8,50,4,1
108,1,27,7,3,2,0,3,H02,2,21,8,50,4,1
108,1,2,22,15,2,0,1,F01,1,32,6,0,15,22
108,1,2,22,15,2,0,1,H01,1,61,6,0,15,22
108,1,11,17,59,2,0,1,B03,1,73,8,50,14,9
108,1,11,17,59,2,0,1,C03,1,55,8,50,14,9
108,1,11,17,59,2,0,1,B03,1,56,8,50,14,9
108,1,11,21,19,2,0,1,H01,1,18,8,50,4,1
108,1,11,21,19,2,0,1,B03,1,72,8,50,4,1
108,1,12,11,31,2,0,1,B12,1,59,8,50,14,9
108,1,12,11,31,2,0,1,C03,1,19,8,50,14,9
108,1,1,3,56,2,0,1,E01,1,32,6,50,4,1
108,1,1,3,56,2,0,1,C03,1,56,6,50,4,1
108,1,1,23,21,2,0,2,B01,1,42,6,40,4,1
108,1,1,23,21,2,0,2,C03,1,18,6,40,4,1
108,1,1,23,21,2,0,2,C03,2,34,6,40,4,1
108,2,22,7,56,2,0,1,C03,1,34,7,50,4,2
108,2,22,7,56,2,0,1,B01,1,67,7,50,4,2
108,2,22,7,56,2,0,1,,3,0,7,50,4,2
108,1,23,8,36,2,0,2,C03,2,61,8,50,14,9
108,1,23,8,36,2,0,2,C03,2,65,8,50,14,9
108,1,23,14,38,2,0,1,B03,1,61,8,50,3,1
108,1,23,14,38,2,0,1,C03,1,39,8,50,3,1
108,1,24,8,44,2,0,1,C03,1,21,8,50,14,9
108,1,24,8,44,2,0,1,C03,2,23,8,50,14,9
108,1,24,8,44,2,0,1,C03,1,28,8,50,14,9
108,2,1,10,31,2,0,1,H01,2,66,7,0,4,2
