Year,Month,Day,Hour,Minute,Processing_class,death_toll,Injuries_Person,Vehicle_type,Sex,Age,Weather,Speed_limit,Road_pattern,Accident_location
102,5,15,7,28,1,1,0,B03,2,54,8,50,8,22
102,5,15,7,28,1,1,0,B03,1,47,8,50,8,22
102,3,11,16,51,1,1,0,A02,1,51,7,50,4,1
102,3,11,16,51,1,1,0,F01,1,73,7,50,4,1
102,11,4,5,35,1,1,0,C03,1,33,8,50,3,5
102,11,4,5,35,1,1,0,,3,,8,50,3,5
102,6,5,6,20,1,1,0,B03,1,57,8,50,5,1
102,6,5,6,20,1,1,0,C03,1,37,8,50,5,1
102,10,6,20,58,1,1,0,A02,1,48,6,50,4,1
102,10,6,20,58,1,1,0,C03,1,29,6,50,4,1
102,12,29,5,15,1,1,1,C03,1,21,6,50,4,1
102,12,29,5,15,1,1,1,H01,2,89,6,50,4,1
102,2,26,6,5,1,1,0,A02,1,39,8,40,16,22
102,2,26,6,5,1,1,0,H01,2,74,8,40,16,22
102,5,4,23,6,1,1,0,B03,1,51,8,50,4,1
102,5,4,23,6,1,1,0,C03,1,19,8,50,4,1
102,2,25,16,30,1,1,0,B03,1,40,8,50,4,2
102,2,25,16,30,1,1,0,C03,1,19,8,50,4,2
102,2,25,16,30,1,1,0,C03,1,43,8,50,4,2
102,2,25,16,30,1,1,0,C03,1,34,8,50,4,2
102,2,25,16,30,1,1,0,C03,1,41,8,50,4,2
102,2,25,16,30,1,1,0,C03,1,38,8,50,4,2
102,5,6,15,41,1,1,1,C03,1,37,8,50,4,2
102,5,6,15,41,1,1,1,F01,1,95,8,50,4,2
102,8,22,7,41,1,1,1,C03,1,32,6,50,3,22
102,8,22,7,41,1,1,1,H01,1,74,6,50,3,22
102,6,12,9,53,1,1,0,B03,1,78,8,50,3,1
102,6,12,9,53,1,1,0,H01,2,75,8,50,3,1
102,7,7,20,18,1,1,1,C03,1,73,8,40,3,2
102,7,7,20,18,1,1,1,C03,1,64,8,40,3,2
102,11,27,17,45,1,1,2,C03,1,23,7,40,3,2
102,11,27,17,45,1,1,2,H01,2,80,7,40,3,2
102,11,27,17,45,1,1,2,H02,2,23,7,40,3,2
102,7,18,23,50,1,1,0,C03,1,60,8,50,11,22
102,7,18,23,50,1,1,0,,3,,8,50,11,22
102,5,26,3,0,1,1,0,C01,1,31,8,40,11,9
102,5,26,3,0,1,1,0,,3,,8,40,11,9
102,3,6,6,40,1,1,0,C03,1,25,8,50,14,11
102,3,6,6,40,1,1,0,,3,,8,50,14,11
102,11,14,6,26,1,1,0,C03,1,27,8,60,14,7
102,11,14,6,26,1,1,0,,3,,8,60,14,7
102,11,20,23,48,1,1,1,B12,1,51,8,50,4,1
102,11,20,23,48,1,1,1,C03,1,18,8,50,4,1
102,11,20,23,48,1,1,1,H02,2,18,8,50,4,1
102,9,5,17,52,1,1,0,C03,1,31,8,50,14,8
102,9,5,17,52,1,1,0,,3,,8,50,14,8
102,10,20,4,57,1,1,1,C03,1,14,7,50,3,1
102,10,20,4,57,1,1,1,B03,1,,7,50,3,1
102,10,20,4,57,1,1,1,H02,1,14,7,50,3,1
102,12,17,20,0,1,1,0,B03,1,46,6,50,4,9
102,12,17,20,0,1,1,0,C03,1,26,6,50,4,9
102,12,17,20,0,1,1,0,B03,1,38,6,50,4,9
102,12,12,14,20,1,1,0,B01,1,46,8,40,4,1
102,12,12,14,20,1,1,0,C03,1,71,8,40,4,1
102,1,7,6,4,1,1,1,C03,1,64,6,50,14,9
102,1,7,6,4,1,1,1,C03,1,65,6,50,14,9
102,1,7,6,4,1,1,1,H01,1,84,6,50,14,9
102,10,28,23,3,1,1,0,C03,1,17,7,40,15,9
102,10,28,23,3,1,1,0,,3,,7,40,15,9
102,10,4,7,53,1,1,1,C03,1,18,7,50,14,9
102,10,4,7,53,1,1,1,B01,1,50,7,50,14,9
102,12,1,5,50,1,1,0,B03,1,42,7,50,4,1
102,12,1,5,50,1,1,0,H01,1,88,7,50,4,1
102,8,2,18,42,1,1,0,B01,1,34,8,50,3,1
102,8,2,18,42,1,1,0,H01,2,60,8,50,3,1
102,6,11,5,29,1,1,1,B03,2,43,8,50,3,1
102,6,11,5,29,1,1,1,F01,2,53,8,50,3,1
102,6,30,18,8,1,1,1,B03,1,33,8,50,3,1
102,6,30,18,8,1,1,1,C03,1,39,8,50,3,1
102,6,30,18,8,1,1,1,H02,2,68,8,50,3,1
102,8,4,16,18,1,1,0,B03,1,41,8,40,4,2
102,8,4,16,18,1,1,0,C04,2,32,8,40,4,2
102,8,9,22,12,1,1,0,C03,1,21,8,50,11,7
102,8,9,22,12,1,1,0,C03,1,20,8,50,11,7
102,8,9,22,12,1,1,0,B03,1,46,8,50,11,7
102,8,9,22,12,1,1,0,B03,1,45,8,50,11,7
102,8,17,9,23,1,1,0,A12,1,45,8,40,3,9
102,8,17,9,23,1,1,0,H01,2,80,8,40,3,9
102,8,17,9,23,1,1,0,,3,,8,40,3,9
102,7,8,23,20,1,1,0,C03,1,18,8,50,4,1
102,7,8,23,20,1,1,0,A02,1,39,8,50,4,1
102,11,6,3,17,1,1,0,B01,1,43,7,40,3,2
102,11,6,3,17,1,1,0,H01,1,40,7,40,3,2
102,11,9,22,30,1,1,1,C03,1,35,8,50,14,7
102,11,9,22,30,1,1,1,B03,1,51,8,50,14,7
102,4,2,22,35,1,1,0,B03,1,24,7,50,3,1
102,4,2,22,35,1,1,0,H01,1,69,7,50,3,1
102,4,2,22,35,1,1,0,B03,1,43,7,50,3,1
102,4,25,0,8,1,1,1,H01,2,54,8,30,14,9
102,4,25,0,8,1,1,1,C03,1,32,8,30,14,9
102,8,31,0,10,1,1,0,C04,1,21,6,50,4,1
102,8,31,0,10,1,1,0,A02,1,49,6,50,4,1
102,8,2,13,15,1,1,0,B02,1,48,8,50,4,1
102,8,2,13,15,1,1,0,C03,1,20,8,50,4,1
102,11,10,2,10,1,1,2,B03,1,32,,0,,
102,11,10,2,10,1,1,2,C03,1,20,,0,,
102,11,10,2,10,1,1,2,,3,,,0,,
102,11,10,2,10,1,1,2,H02,2,24,,0,,
102,11,10,2,10,1,1,2,B03,1,22,,0,,
102,11,10,2,10,1,1,2,B03,1,29,,0,,
102,1,24,11,36,1,1,0,A02,1,39,8,50,4,1
102,1,24,11,36,1,1,0,C03,1,21,8,50,4,1
102,7,17,11,52,1,1,0,B01,1,62,8,50,3,1
102,7,17,11,52,1,1,0,C03,1,64,8,50,3,1
102,4,26,10,8,1,1,1,F01,1,76,8,50,3,1
102,4,26,10,8,1,1,1,C03,1,22,8,50,3,1
102,9,10,10,12,2,0,1,B03,1,40,8,50,4,1
102,9,10,10,12,2,0,1,C03,1,22,8,50,4,1
102,9,29,17,0,2,0,1,C03,1,,8,50,4,1
102,9,29,17,0,2,0,1,C03,2,33,8,50,4,1
102,12,31,14,36,2,0,1,C03,1,,7,40,14,9
102,12,31,14,36,2,0,1,C03,1,32,7,40,14,9
102,12,31,14,36,2,0,1,C03,1,,7,40,14,9
102,3,25,20,25,2,0,1,,3,,8,40,14,11
102,3,25,20,25,2,0,1,C03,2,56,8,40,14,11
102,3,16,17,23,2,0,3,C03,1,21,8,50,14,11
102,3,16,17,23,2,0,3,C03,1,19,8,50,14,11
102,3,16,17,23,2,0,3,C03,1,72,8,50,14,11
102,3,17,14,31,2,0,1,C04,1,36,8,50,14,9
102,3,17,14,31,2,0,1,B01,1,63,8,50,14,9
102,3,17,16,55,2,0,1,A02,1,43,8,50,14,10
102,3,17,16,55,2,0,1,H01,1,,8,50,14,10
102,3,17,16,55,2,0,1,H02,2,66,8,50,14,10
102,3,18,7,50,2,0,2,C03,2,31,8,50,14,11
102,3,18,7,50,2,0,2,C03,2,57,8,50,14,11
102,3,20,9,30,2,0,2,F01,2,66,8,50,4,1
102,3,20,9,30,2,0,2,C03,2,23,8,50,4,1
102,3,21,6,50,2,0,1,B03,1,61,7,40,4,1
102,3,21,6,50,2,0,1,C03,1,29,7,40,4,1
102,3,12,17,55,2,0,1,C03,1,,8,40,14,9
102,3,12,17,55,2,0,1,C03,1,18,8,40,14,9
102,3,16,20,12,2,0,1,C03,1,33,8,50,14,8
102,3,16,20,12,2,0,1,A11,1,47,8,50,14,8
102,3,19,13,45,2,0,1,B03,2,62,8,50,4,2
102,3,19,13,45,2,0,1,C04,2,63,8,50,4,2
102,3,23,10,35,2,0,2,C03,1,25,8,50,14,9
102,3,23,10,35,2,0,2,C03,1,32,8,50,14,9
102,3,27,23,43,2,0,1,B01,1,44,8,50,4,2
102,3,27,23,43,2,0,1,C03,1,20,8,50,4,2
102,3,17,20,20,2,0,2,C03,2,20,8,50,4,19
102,3,17,20,20,2,0,2,H01,2,75,8,50,4,19
102,4,5,10,5,2,0,1,C03,1,24,7,40,3,1
102,4,5,10,5,2,0,1,B03,1,55,7,40,3,1
102,4,9,21,50,2,0,2,C03,1,34,6,50,15,9
102,4,9,21,50,2,0,2,H01,2,58,6,50,15,9
102,4,15,12,40,2,0,1,B03,1,56,8,50,3,8
102,4,15,12,40,2,0,1,C03,1,24,8,50,3,8
102,4,20,1,30,2,0,2,C03,1,18,8,40,4,2
102,4,20,1,30,2,0,2,C03,1,19,8,40,4,2
102,4,17,18,10,2,0,1,B03,1,49,8,50,14,9
102,4,17,18,10,2,0,1,A05,1,57,8,50,14,9
102,4,17,18,10,2,0,1,H02,2,70,8,50,14,9
102,4,20,13,50,2,0,1,C03,2,42,7,50,4,9
102,4,20,13,50,2,0,1,B03,1,33,7,50,4,9
102,5,5,21,15,2,0,2,B01,1,56,8,50,4,2
102,5,5,21,15,2,0,2,C03,2,30,8,50,4,2
102,5,2,11,40,2,0,1,C03,1,39,8,0,5,1
102,5,8,21,23,2,0,3,C03,1,18,7,0,4,2
102,5,8,21,23,2,0,3,C03,2,18,7,0,4,2
102,5,8,21,23,2,0,3,H02,2,18,7,0,4,2
102,12,17,21,40,2,0,2,H01,2,56,6,50,4,2
102,12,17,21,40,2,0,2,C03,1,,6,50,4,2
102,12,17,21,40,2,0,2,C03,1,40,6,50,4,2
102,12,20,10,39,2,0,1,C03,2,56,6,50,4,1
102,12,20,10,39,2,0,1,B03,1,39,6,50,4,1
102,12,20,13,15,2,0,1,B01,1,52,6,50,14,9
102,12,20,13,15,2,0,1,C04,2,47,6,50,14,9
102,4,25,0,45,2,0,1,B03,1,35,7,50,4,1
102,5,6,17,35,2,0,1,B03,1,55,7,40,4,2
102,5,6,17,35,2,0,1,C03,1,25,7,40,4,2
102,5,13,7,40,2,0,1,E01,1,29,8,40,4,1
102,5,13,7,40,2,0,1,C03,1,26,8,40,4,1
102,5,13,7,40,2,0,1,C03,1,31,8,40,4,1
102,5,13,16,50,2,0,1,,3,,6,30,4,2
102,5,13,16,50,2,0,1,C03,1,46,6,30,4,2
102,9,30,18,0,2,0,1,C03,2,46,7,50,3,9
102,9,30,18,0,2,0,1,B01,1,35,7,50,3,9
102,1,2,17,40,2,0,2,C04,2,19,7,50,3,2
102,2,3,21,30,2,0,2,C03,1,18,8,50,14,9
102,3,30,9,32,2,0,3,C03,1,18,8,50,15,9
102,3,30,9,32,2,0,3,C03,1,31,8,50,15,9
102,3,30,9,32,2,0,3,H02,2,20,8,50,15,9
102,5,5,21,15,2,0,2,H02,1,29,8,50,4,2
102,4,27,14,20,2,0,2,C03,1,45,8,50,3,1
102,4,27,14,20,2,0,2,C03,2,28,8,50,3,1
102,5,5,0,40,2,0,1,B03,2,36,8,50,4,1
102,5,5,0,40,2,0,1,C03,2,30,8,50,4,1
102,5,29,1,37,2,0,1,B03,1,35,8,40,14,9
102,5,29,1,37,2,0,1,C03,1,40,8,40,14,9
102,5,31,15,50,2,0,1,C03,1,28,8,50,4,1
102,5,31,15,50,2,0,1,B02,1,30,8,50,4,1
102,4,15,13,15,2,0,1,C04,2,44,8,0,14,9
102,4,15,13,15,2,0,1,,3,,8,0,14,9
102,4,18,20,30,2,0,2,C03,1,34,7,50,4,1
102,4,18,20,30,2,0,2,C04,2,32,7,50,4,1
102,4,21,12,5,2,0,1,B03,1,30,7,50,4,9
102,4,21,12,5,2,0,1,C04,2,52,7,50,4,9
102,5,14,18,5,2,0,1,C03,1,26,7,50,3,9
102,5,14,18,5,2,0,1,C03,1,31,7,50,3,9
102,3,29,11,45,2,0,1,B01,1,46,7,0,3,1
102,3,29,11,45,2,0,1,C03,2,52,7,0,3,1
102,4,2,17,10,2,0,2,C03,2,18,7,0,4,1
102,4,2,17,10,2,0,2,C04,2,43,7,0,4,1
102,4,11,9,40,2,0,1,C03,1,18,7,0,4,1
102,4,11,9,40,2,0,1,C03,1,68,7,0,4,1
102,4,16,15,2,2,0,1,F01,2,54,8,0,14,9
102,4,16,15,2,2,0,1,A02,1,56,8,0,14,9
102,5,2,11,40,2,0,1,C03,2,20,8,0,5,1
102,5,10,17,30,2,0,1,C03,1,62,7,0,14,11
102,5,10,17,30,2,0,1,C03,1,29,7,0,14,11
102,5,8,17,45,2,0,2,H01,1,39,7,50,14,9
102,5,8,17,45,2,0,2,C03,1,19,7,50,14,9
102,5,10,8,25,2,0,1,B03,2,49,7,50,4,1
102,5,10,8,25,2,0,1,C03,1,24,7,50,4,1
102,6,6,9,40,2,0,1,C03,1,52,8,50,4,4
102,6,6,9,40,2,0,1,H02,2,83,8,50,4,4
102,3,27,19,45,2,0,1,B12,1,35,8,50,4,1
102,3,27,19,45,2,0,1,C03,1,38,8,50,4,1
102,4,4,14,40,2,0,2,B03,1,66,8,50,3,1
102,4,4,14,40,2,0,2,C03,2,24,8,50,3,1
102,4,4,14,40,2,0,2,C03,1,21,8,50,3,1
102,4,8,20,45,2,0,1,B03,1,58,7,50,3,1
102,4,8,20,45,2,0,1,C03,1,25,7,50,3,1
102,4,8,20,45,2,0,1,H02,2,22,7,50,3,1
102,4,11,11,50,2,0,1,C03,1,22,6,50,14,9
102,4,11,11,50,2,0,1,B01,1,50,6,50,14,9
102,4,28,17,15,2,0,2,C03,1,23,8,50,4,1
102,4,28,17,15,2,0,2,C03,1,38,8,50,4,1
102,4,30,8,5,2,0,1,C04,2,65,8,50,14,9
102,4,30,8,5,2,0,1,C03,1,51,8,50,14,9
102,4,30,13,35,2,0,1,B03,1,53,8,50,4,1
102,4,30,13,35,2,0,1,C03,1,22,8,50,4,1
102,4,30,17,40,2,0,1,C03,1,40,8,50,14,9
102,4,30,17,40,2,0,1,B01,1,53,8,50,14,9
102,5,3,21,20,2,0,2,C03,1,19,8,50,4,1
102,5,3,21,20,2,0,2,C03,2,24,8,50,4,1
102,5,5,12,0,2,0,2,A05,1,64,8,50,4,1
102,5,5,12,0,2,0,2,C03,1,20,8,50,4,1
102,5,5,12,0,2,0,2,H02,2,20,8,50,4,1
102,3,19,7,48,2,0,1,C03,1,29,8,50,4,1
102,3,19,7,48,2,0,1,C03,1,41,8,50,4,1
102,3,29,2,50,2,0,2,B03,1,31,6,60,14,7
102,3,29,2,50,2,0,2,,3,,6,60,14,7
102,3,29,2,50,2,0,2,H02,2,25,6,60,14,7
102,4,3,11,33,2,0,1,C03,1,,8,50,3,2
102,4,3,11,33,2,0,1,C03,1,21,8,50,3,2
102,4,18,6,44,2,0,1,B12,1,49,8,50,5,18
102,4,18,6,44,2,0,1,H01,1,68,8,50,5,18
102,4,21,18,30,2,0,3,C03,1,19,7,50,4,2
102,4,21,18,30,2,0,3,C03,1,43,7,50,4,2
102,4,21,18,30,2,0,3,H02,2,33,7,50,4,2
102,4,21,21,15,2,0,1,B01,1,,7,50,3,1
102,4,21,21,15,2,0,1,C03,2,36,7,50,3,1
102,5,6,9,10,2,0,1,B12,1,34,8,50,8,11
102,5,6,9,10,2,0,1,C03,1,50,8,50,8,11
102,5,8,17,14,2,0,1,C03,1,43,8,30,3,1
102,5,8,17,14,2,0,1,B03,2,38,8,30,3,1
102,5,11,6,52,2,0,2,C03,1,47,6,50,14,9
102,5,11,6,52,2,0,2,B03,1,58,6,50,14,9
102,5,11,6,52,2,0,2,H02,2,49,6,50,14,9
102,3,27,0,0,2,0,2,C03,1,20,6,50,4,1
102,3,27,0,0,2,0,2,C04,1,20,6,50,4,1
102,4,1,11,28,2,0,2,C03,1,23,7,50,8,11
102,4,1,11,28,2,0,2,F01,1,57,7,50,8,11
102,5,3,0,16,2,0,1,B03,1,48,7,50,4,2
102,5,3,0,16,2,0,1,C03,1,19,7,50,4,2
102,5,8,9,0,2,0,2,C03,1,31,8,50,8,11
102,5,8,9,0,2,0,2,C03,2,63,8,50,8,11
102,5,15,16,10,2,0,1,B03,2,56,6,50,4,2
102,5,15,16,10,2,0,1,F01,2,43,6,50,4,2
102,5,20,6,37,2,0,2,C03,1,21,7,50,14,9
102,5,20,6,37,2,0,2,B03,1,53,7,50,14,9
102,5,20,6,37,2,0,2,H02,1,21,7,50,14,9
102,4,5,17,15,2,0,1,C03,1,64,6,30,4,1
102,4,5,17,15,2,0,1,B03,1,51,6,30,4,1
102,4,11,15,52,2,0,1,B03,1,40,6,30,13,9
102,4,11,15,52,2,0,1,C04,1,72,6,30,13,9
102,12,3,23,50,2,0,1,C03,2,22,8,50,14,9
102,12,3,23,50,2,0,1,,3,,8,50,14,9
102,12,17,21,40,2,0,2,C03,1,27,6,50,4,2
102,12,20,13,15,2,0,1,H02,2,47,6,50,14,9
102,12,27,23,21,2,0,2,G06,1,,7,0,4,2
102,12,27,23,21,2,0,2,C03,1,20,7,0,4,2
102,12,27,23,21,2,0,2,H02,2,18,7,0,4,2
102,4,10,16,30,2,0,1,B03,1,46,8,40,3,1
102,4,10,16,30,2,0,1,C03,2,19,8,40,3,1
102,4,20,14,20,2,0,2,F01,2,69,6,40,3,1
102,4,20,14,20,2,0,2,C03,1,33,6,40,3,1
102,4,22,12,3,2,0,1,C03,1,,7,50,13,9
102,4,22,12,3,2,0,1,H01,2,29,7,50,13,9
102,4,25,16,49,2,0,1,B03,1,43,6,50,4,1
102,4,25,16,49,2,0,1,H01,1,68,6,50,4,1
102,4,28,19,40,2,0,3,C03,1,23,7,40,4,1
102,4,28,19,40,2,0,3,C03,1,20,7,40,4,1
102,4,28,19,40,2,0,3,H02,1,19,7,40,4,1
102,4,28,19,40,2,0,3,H02,1,22,7,40,4,1
102,4,30,16,49,2,0,1,C03,1,30,8,50,14,9
102,4,30,16,49,2,0,1,B01,1,62,8,50,14,9
102,4,30,16,49,2,0,1,A02,1,42,8,50,14,9
102,4,30,23,30,2,0,3,C03,1,29,6,50,4,2
102,4,30,23,30,2,0,3,C03,1,21,6,50,4,2
102,4,30,23,30,2,0,3,H02,2,29,6,50,4,2
102,5,15,15,30,2,0,1,G06,1,,6,50,4,9
102,5,15,15,30,2,0,1,C03,1,59,6,50,4,9
102,4,16,9,10,2,0,1,B01,1,53,8,50,14,9
102,4,16,9,10,2,0,1,C03,2,33,8,50,14,9
102,4,17,7,50,2,0,1,C03,2,49,8,30,14,6
102,4,17,7,50,2,0,1,C04,2,55,8,30,14,6
102,6,14,13,55,2,0,1,C03,1,23,7,0,4,1
102,6,14,13,55,2,0,1,C04,2,34,7,0,4,1
102,6,28,8,50,2,0,2,C03,1,50,8,40,4,1
102,6,28,8,50,2,0,2,C03,1,33,8,40,4,1
102,7,1,22,20,2,0,2,B03,1,28,8,50,4,1
102,7,1,22,20,2,0,2,C03,1,19,8,50,4,1
102,7,1,22,20,2,0,2,H02,2,20,8,50,4,1
102,7,2,18,45,2,0,1,G06,1,,6,40,14,9
102,7,2,18,45,2,0,1,C03,1,49,6,40,14,9
102,7,3,20,0,2,0,1,G06,1,,7,50,4,1
102,7,3,20,0,2,0,1,B01,1,47,7,50,4,1
102,7,22,8,10,2,0,1,B03,2,29,8,40,3,2
102,7,22,8,10,2,0,1,C03,1,66,8,40,3,2
102,4,28,19,15,2,0,1,C03,1,76,7,40,4,1
102,4,28,19,15,2,0,1,C03,2,32,7,40,4,1
102,5,16,11,0,2,0,1,C03,1,,6,50,4,1
102,5,16,11,0,2,0,1,C03,2,25,6,50,4,1
102,5,20,14,30,2,0,3,C03,1,72,8,50,4,1
102,5,20,14,30,2,0,3,C03,2,29,8,50,4,1
102,5,20,14,30,2,0,3,H02,2,25,8,50,4,1
102,5,15,15,50,2,0,1,B12,1,63,6,50,4,1
102,5,15,15,50,2,0,1,C03,2,27,6,50,4,1
102,5,10,9,21,2,0,2,C03,1,30,8,50,4,1
102,5,10,9,21,2,0,2,C04,2,65,8,50,4,1
102,5,10,5,56,2,0,1,C03,1,,8,50,15,22
102,5,10,5,56,2,0,1,B01,1,60,8,50,15,22
102,5,10,5,56,2,0,1,,3,,8,50,15,22
102,5,10,19,15,2,0,1,B03,1,30,8,50,3,2
102,5,10,19,15,2,0,1,C03,2,25,8,50,3,2
102,5,12,12,55,2,0,1,C04,2,54,6,50,3,2
102,5,12,12,55,2,0,1,C03,1,19,6,50,3,2
102,5,26,14,0,2,0,1,C03,2,37,8,50,15,22
102,5,26,14,0,2,0,1,C03,1,28,8,50,15,22
102,6,14,15,0,2,0,1,C03,1,,8,50,3,1
102,6,14,15,0,2,0,1,H01,1,59,8,50,3,1
102,6,22,21,30,2,0,2,B03,1,70,8,50,4,2
102,6,22,21,30,2,0,2,C03,1,23,8,50,4,2
102,6,22,21,30,2,0,2,H01,1,44,8,50,4,2
102,6,22,21,30,2,0,2,H03,2,50,8,50,4,2
102,4,15,20,10,2,0,5,B03,1,56,8,50,5,1
102,4,15,20,10,2,0,5,C03,1,42,8,50,5,1
102,4,15,20,10,2,0,5,C03,1,49,8,50,5,1
102,4,15,20,10,2,0,5,C03,1,38,8,50,5,1
102,4,15,20,10,2,0,5,H02,1,49,8,50,5,1
102,4,15,20,10,2,0,5,H02,2,38,8,50,5,1
102,4,22,17,35,2,0,1,C04,1,48,8,50,14,9
102,4,22,17,35,2,0,1,C04,1,75,8,50,14,9
102,4,24,18,40,2,0,2,C03,1,49,7,50,4,2
102,4,24,18,40,2,0,2,H01,1,31,7,50,4,2
102,4,25,0,45,2,0,1,C03,2,24,7,50,4,1
102,5,14,14,30,2,0,1,C03,1,47,7,40,4,1
102,5,14,14,30,2,0,1,C03,1,20,7,40,4,1
